clear_fraction,lat_cloud,lon_cloud,.geo_cloud,lat_round,lon_round,lat_loss,lon_loss,loss_fraction,.geo_loss,quadrant
0.121518984,-15.11415465531095,-68.57289721326367,,-15.114,-68.573,-15.11415465531095,-68.57289721326367,0.0,,poor_visibility__no_loss
0.1721519,-15.11415465531095,-68.5459477547401,,-15.114,-68.546,-15.11415465531095,-68.5459477547401,0.0,,poor_visibility__no_loss
0.22278482,-15.11415465531095,-68.5369646018989,,-15.114,-68.537,-15.11415465531095,-68.5369646018989,0.0,,poor_visibility__no_loss
0.1721519,-15.11415465531095,-68.5279814490577,,-15.114,-68.528,-15.11415465531095,-68.5279814490577,0.0,,poor_visibility__no_loss
0.32405064,-15.11415465531095,-68.49204883769292,,-15.114,-68.492,-15.11415465531095,-68.49204883769292,0.0,,poor_visibility__no_loss
0.24556962,-15.11415465531095,-68.48306568485172,,-15.114,-68.483,-15.11415465531095,-68.48306568485172,0.053333335,,poor_visibility__has_loss
0.29113925,-15.11415465531095,-68.45611622632813,,-15.114,-68.456,-15.11415465531095,-68.45611622632813,0.0,,poor_visibility__no_loss
0.38734177,-15.11415465531095,-68.42018361496336,,-15.114,-68.42,-15.11415465531095,-68.42018361496336,0.0,,good_visibility__no_loss
0.38227847,-15.11415465531095,-68.41120046212217,,-15.114,-68.411,-15.11415465531095,-68.41120046212217,0.0,,good_visibility__no_loss
0.37468356,-15.11415465531095,-68.40221730928097,,-15.114,-68.402,-15.11415465531095,-68.40221730928097,0.0,,good_visibility__no_loss
0.36202532,-15.11415465531095,-68.39323415643977,,-15.114,-68.393,-15.11415465531095,-68.39323415643977,0.0,,good_visibility__no_loss
0.2936709,-15.11415465531095,-68.38425100359858,,-15.114,-68.384,-15.11415465531095,-68.38425100359858,0.9911765,,poor_visibility__has_loss
0.28607595,-15.11415465531095,-68.37526785075738,,-15.114,-68.375,-15.11415465531095,-68.37526785075738,0.94849783,,poor_visibility__has_loss
0.42531645,-15.11415465531095,-68.36628469791619,,-15.114,-68.366,-15.11415465531095,-68.36628469791619,0.46153846,,good_visibility__has_loss
0.4177215,-15.11415465531095,-68.35730154507499,,-15.114,-68.357,-15.11415465531095,-68.35730154507499,0.0,,good_visibility__no_loss
0.4101266,-15.11415465531095,-68.3483183922338,,-15.114,-68.348,-15.11415465531095,-68.3483183922338,0.036363635,,good_visibility__has_loss
0.38987342,-15.11415465531095,-68.3393352393926,,-15.114,-68.339,-15.11415465531095,-68.3393352393926,0.2021419,,good_visibility__has_loss
0.34683543,-15.11415465531095,-68.3303520865514,,-15.114,-68.33,-15.11415465531095,-68.3303520865514,0.3153961,,good_visibility__has_loss
0.32405064,-15.123137808152146,-68.84239179849953,,-15.123,-68.842,-15.123137808152146,-68.84239179849953,0.0,,poor_visibility__no_loss
0.13417721,-15.123137808152146,-68.77052657576998,,-15.123,-68.771,-15.123137808152146,-68.77052657576998,0.0,,poor_visibility__no_loss
0.19746836,-15.123137808152146,-68.76154342292878,,-15.123,-68.762,-15.123137808152146,-68.76154342292878,0.0,,poor_visibility__no_loss
0.14683545,-15.123137808152146,-68.75256027008759,,-15.123,-68.753,-15.123137808152146,-68.75256027008759,1.0,,poor_visibility__has_loss
0.21518987,-15.123137808152146,-68.74357711724639,,-15.123,-68.744,-15.123137808152146,-68.74357711724639,0.93333334,,poor_visibility__has_loss
0.17468354,-15.123137808152146,-68.725610811564,,-15.123,-68.726,-15.123137808152146,-68.725610811564,0.0,,poor_visibility__no_loss
0.18987341,-15.123137808152146,-68.7166276587228,,-15.123,-68.717,-15.123137808152146,-68.7166276587228,0.0,,poor_visibility__no_loss
0.21772152,-15.123137808152146,-68.7076445058816,,-15.123,-68.708,-15.123137808152146,-68.7076445058816,0.0,,poor_visibility__no_loss
0.22278482,-15.123137808152146,-68.68967820019921,,-15.123,-68.69,-15.123137808152146,-68.68967820019921,0.0,,poor_visibility__no_loss
0.1392405,-15.123137808152146,-68.67171189451682,,-15.123,-68.672,-15.123137808152146,-68.67171189451682,0.0,,poor_visibility__no_loss
0.07594936,-15.123137808152146,-68.66272874167562,,-15.123,-68.663,-15.123137808152146,-68.66272874167562,0.0,,poor_visibility__no_loss
0.07594936,-15.123137808152146,-68.65374558883444,,-15.123,-68.654,-15.123137808152146,-68.65374558883444,0.0,,poor_visibility__no_loss
0.060759492,-15.123137808152146,-68.64476243599324,,-15.123,-68.645,-15.123137808152146,-68.64476243599324,0.0,,poor_visibility__no_loss
0.103797466,-15.123137808152146,-68.63577928315205,,-15.123,-68.636,-15.123137808152146,-68.63577928315205,0.0,,poor_visibility__no_loss
0.35696203,-15.123137808152146,-68.59984667178726,,-15.123,-68.6,-15.123137808152146,-68.59984667178726,0.0,,good_visibility__no_loss
0.27594936,-15.123137808152146,-68.56391406042248,,-15.123,-68.564,-15.123137808152146,-68.56391406042248,0.0,,poor_visibility__no_loss
0.20759493,-15.123137808152146,-68.55493090758128,,-15.123,-68.555,-15.123137808152146,-68.55493090758128,0.0,,poor_visibility__no_loss
0.24050634,-15.123137808152146,-68.5459477547401,,-15.123,-68.546,-15.123137808152146,-68.5459477547401,0.5,,poor_visibility__has_loss
0.24050634,-15.123137808152146,-68.5369646018989,,-15.123,-68.537,-15.123137808152146,-68.5369646018989,0.0,,poor_visibility__no_loss
0.1721519,-15.123137808152146,-68.5279814490577,,-15.123,-68.528,-15.123137808152146,-68.5279814490577,0.0,,poor_visibility__no_loss
0.16962026,-15.123137808152146,-68.51899829621651,,-15.123,-68.519,-15.123137808152146,-68.51899829621651,0.0,,poor_visibility__no_loss
0.36708862,-15.123137808152146,-68.49204883769292,,-15.123,-68.492,-15.123137808152146,-68.49204883769292,0.09859155,,good_visibility__has_loss
0.30126584,-15.123137808152146,-68.48306568485172,,-15.123,-68.483,-15.123137808152146,-68.48306568485172,0.0,,poor_visibility__no_loss
0.21772152,-15.123137808152146,-68.47408253201053,,-15.123,-68.474,-15.123137808152146,-68.47408253201053,0.16666667,,poor_visibility__has_loss
0.26835442,-15.123137808152146,-68.46509937916933,,-15.123,-68.465,-15.123137808152146,-68.46509937916933,0.027777778,,poor_visibility__has_loss
0.26835442,-15.123137808152146,-68.45611622632813,,-15.123,-68.456,-15.123137808152146,-68.45611622632813,0.76369864,,poor_visibility__has_loss
0.28607595,-15.123137808152146,-68.44713307348694,,-15.123,-68.447,-15.123137808152146,-68.44713307348694,0.0,,poor_visibility__no_loss
0.32405064,-15.123137808152146,-68.43814992064574,,-15.123,-68.438,-15.123137808152146,-68.43814992064574,0.0,,poor_visibility__no_loss
0.33164558,-15.123137808152146,-68.42916676780456,,-15.123,-68.429,-15.123137808152146,-68.42916676780456,0.8149351,,poor_visibility__has_loss
0.36708862,-15.123137808152146,-68.42018361496336,,-15.123,-68.42,-15.123137808152146,-68.42018361496336,0.6666667,,good_visibility__has_loss
0.36708862,-15.123137808152146,-68.40221730928097,,-15.123,-68.402,-15.123137808152146,-68.40221730928097,0.0,,good_visibility__no_loss
0.36962026,-15.123137808152146,-68.39323415643977,,-15.123,-68.393,-15.123137808152146,-68.39323415643977,0.0,,good_visibility__no_loss
0.33924052,-15.123137808152146,-68.38425100359858,,-15.123,-68.384,-15.123137808152146,-68.38425100359858,0.41935483,,good_visibility__has_loss
0.41518986,-15.123137808152146,-68.36628469791619,,-15.123,-68.366,-15.123137808152146,-68.36628469791619,0.0,,good_visibility__no_loss
0.41518986,-15.123137808152146,-68.35730154507499,,-15.123,-68.357,-15.123137808152146,-68.35730154507499,0.4142562,,good_visibility__has_loss
0.4278481,-15.123137808152146,-68.3483183922338,,-15.123,-68.348,-15.123137808152146,-68.3483183922338,0.1662531,,good_visibility__has_loss
0.43037975,-15.123137808152146,-68.3393352393926,,-15.123,-68.339,-15.123137808152146,-68.3393352393926,0.24671052,,good_visibility__has_loss
0.38987342,-15.123137808152146,-68.3303520865514,,-15.123,-68.33,-15.123137808152146,-68.3303520865514,0.10714286,,good_visibility__has_loss
0.42531645,-15.13212096099334,-68.87832440986432,,-15.132,-68.878,-15.13212096099334,-68.87832440986432,1.0,,good_visibility__has_loss
0.23037975,-15.13212096099334,-68.84239179849953,,-15.132,-68.842,-15.13212096099334,-68.84239179849953,0.0,,poor_visibility__no_loss
0.27594936,-15.13212096099334,-68.83340864565834,,-15.132,-68.833,-15.13212096099334,-68.83340864565834,0.0,,poor_visibility__no_loss
0.23797469,-15.13212096099334,-68.81544233997595,,-15.132,-68.815,-15.13212096099334,-68.81544233997595,0.0,,poor_visibility__no_loss
0.25316456,-15.13212096099334,-68.80645918713475,,-15.132,-68.806,-15.13212096099334,-68.80645918713475,0.0,,poor_visibility__no_loss
