lat,lon,loss_fraction,.geo
-14.6470307075688,-67.7644134575561,0.0,
-14.6470307075688,-67.7554303047149,0.0,
-14.656013860409994,-68.3213689337102,0.0,
-14.656013860409994,-68.31238578086902,0.0,
-14.656013860409994,-68.30340262802783,0.0,
-14.656013860409994,-68.29441947518663,0.0,
-14.656013860409994,-68.28543632234543,0.0,
-14.656013860409994,-68.27645316950424,0.0,
-14.656013860409994,-68.26747001666304,0.0,
-14.656013860409994,-68.25848686382184,0.0,
-14.656013860409994,-68.24950371098065,0.0,
-14.656013860409994,-68.23153740529825,0.0,
-14.656013860409994,-68.22255425245706,0.0,
-14.656013860409994,-68.21357109961586,0.0,
-14.656013860409994,-68.19560479393348,0.15151516,
-14.656013860409994,-68.18662164109229,1.0,
-14.656013860409994,-68.12373957120391,0.0,
-14.656013860409994,-68.08780695983914,0.25142857,
-14.656013860409994,-68.07882380699795,0.008196721,
-14.656013860409994,-68.06984065415675,0.0,
-14.656013860409994,-68.06085750131555,0.0,
-14.656013860409994,-68.05187434847436,0.0,
-14.656013860409994,-68.04289119563316,0.0,
-14.656013860409994,-68.03390804279196,0.0,
-14.656013860409994,-68.02492488995077,0.0,
-14.656013860409994,-67.99797543142718,0.6923077,
-14.656013860409994,-67.98899227858598,0.0,
-14.656013860409994,-67.98000912574479,0.0,
-14.656013860409994,-67.9710259729036,1.0,
-14.656013860409994,-67.96204282006241,1.0,
