basis,country,elevation,gbif_id,institution,lat,lon,precip_mm,temp_c,year,group,PC1,PC2
MACHINE_OBSERVATION,Colombia,2083.662109375,4979667676.0,Fundación Grupo Argos (FGA),4.92784,-76.07983,2641,17.5,2023.0,occurrence,-0.6305263624288225,1.4518576883021954
MACHINE_OBSERVATION,Colombia,2024.01220703125,5004497309.0,Fundación Grupo Argos (FGA),3.83679,-75.5488,2509,17.399999618530273,2023.0,occurrence,-0.637143219656023,1.2657403454555878
MACHINE_OBSERVATION,Colombia,2024.01220703125,5004497616.0,Fundación Grupo Argos (FGA),3.83674,-75.54854,2509,17.399999618530273,2023.0,occurrence,-0.637143219656023,1.2657403454555878
MACHINE_OBSERVATION,Colombia,3001.5830078125,5004497886.0,Fundación Grupo Argos (FGA),3.9765,-75.63843,1143,11.800000190734863,2023.0,occurrence,-2.539248977628669,-0.31224256440328957
HUMAN_OBSERVATION,Colombia,203.95269775390625,6330809402.0,Agropecuaria Aliar S.A.,4.308658,-71.717722,2244,26.600000381469727,2023.0,occurrence,2.000784816194622,0.4010879859765022
MACHINE_OBSERVATION,Colombia,2218.796875,4602465195.0,Alcaldía de Envigado,6.120683,-75.565108,1986,16.5,2023.0,occurrence,-1.0468679761746988,0.6030862114401061
MACHINE_OBSERVATION,Colombia,2168.3046875,4602465343.0,Alcaldía de Envigado,6.156404,-75.556301,1995,17.0,2023.0,occurrence,-0.9319277599627812,0.5949534900264114
HUMAN_OBSERVATION,Brazil,202.72296142578125,4950834716.0,Prima_Ambiental,-5.62167,-36.22716,459,25.100000381469727,2023.0,occurrence,1.3167232217134466,-1.9970449563091415
HUMAN_OBSERVATION,Brazil,182.78634643554688,4950834904.0,Prima_Ambiental,-5.63048,-36.16384,468,25.100000381469727,2023.0,occurrence,1.3331715809114775,-1.9875953813915814
HUMAN_OBSERVATION,Brazil,184.0108642578125,4950834963.0,Prima_Ambiental,-5.6261,-36.15674,472,25.100000381469727,2023.0,occurrence,1.3333206786201734,-1.9819583798529974
HUMAN_OBSERVATION,Brazil,118.05491638183594,5209585095.0,Prima_Ambiental,-5.597956,-37.02488,679,27.100000381469727,2023.0,occurrence,1.7400471963222308,-1.761584866676183
HUMAN_OBSERVATION,Brazil,102.39300537109376,5209608519.0,Prima_Ambiental,-5.625265,-37.039796,681,27.200000762939453,2023.0,occurrence,1.7670367173190824,-1.7637311153968995
HUMAN_OBSERVATION,Brazil,22.212451934814453,5209633675.0,Prima_Ambiental,-5.547167,-37.042673,652,27.700000762939453,2023.0,occurrence,1.8933812453431942,-1.8279883320450119
MACHINE_OBSERVATION,Colombia,2544.54052734375,4439168348.0,Alcaldía de Envigado,6.116583,-75.588692,2062,15.100000381469728,2023.0,occurrence,-1.4738435251764486,0.790332030149039
HUMAN_OBSERVATION,Brazil,222.0459899902344,4950834238.0,Prima_Ambiental,-5.56966,-36.21159,466,24.899999618530277,2023.0,occurrence,1.274066801424695,-1.9794407432714174
HUMAN_OBSERVATION,Brazil,204.01681518554688,4950834243.0,Prima_Ambiental,-5.60811,-36.22272,462,25.100000381469727,2023.0,occurrence,1.3165684360153977,-1.9927636996840226
HUMAN_OBSERVATION,Brazil,170.5906982421875,4950834282.0,Prima_Ambiental,-5.51827,-36.23003,473,25.200000762939453,2023.0,occurrence,1.358463740588777,-1.9851507956342742
HUMAN_OBSERVATION,Brazil,195.85423278808597,4950834290.0,Prima_Ambiental,-5.5974,-36.21876,462,25.0,2023.0,occurrence,1.3070054161971298,-1.9912812949616663
HUMAN_OBSERVATION,Brazil,190.2302398681641,4950834549.0,Prima_Ambiental,-5.62215,-36.17186,468,25.100000381469727,2023.0,occurrence,1.3278858505385727,-1.9865345938119847
MACHINE_OBSERVATION,Colombia,2724.0947265625,6496108405.0,Distrito Especial de Medellín (DEMedellin),6.32072,-75.6371,2099,13.800000190734863,2023.0,occurrence,-1.7915858537748945,0.9008402268993763
MACHINE_OBSERVATION,Colombia,2313.75537109375,6496110175.0,Distrito Especial de Medellín (DEMedellin),6.022667,-75.592944,2175,15.800000190734863,2023.0,occurrence,-1.1736800297332357,0.8932406363798998
MACHINE_OBSERVATION,Colombia,2171.04052734375,6496110178.0,Distrito Especial de Medellín (DEMedellin),6.016722,-75.597944,2177,16.200000762939453,2023.0,occurrence,-1.0103961898092544,0.8650519848024962
HUMAN_OBSERVATION,Brazil,310.3772888183594,6510174365.0,ICMBio,-6.788058,-45.108695,1183,26.100000381469727,2023.0,occurrence,1.5782369413629658,-1.019446799325423
HUMAN_OBSERVATION,Brazil,324.2412109375,6510446638.0,ICMBio,-6.774876,-45.108046,1186,26.0,2023.0,occurrence,1.5537973772927112,-1.0107286439871281
