clear_fraction,lat,lon,.geo
0.30379745,-15.725009048512224,-68.38425100359858,
0.42025316,-15.725009048512224,-68.37526785075738,
0.51392406,-15.725009048512224,-68.36628469791619,
0.49113923,-15.725009048512224,-68.35730154507499,
0.2835443,-15.725009048512224,-68.3483183922338,
0.14393939,-15.73399220135342,-68.41120046212217,
0.17721519,-15.73399220135342,-68.40221730928097,
0.22531645,-15.73399220135342,-68.39323415643977,
0.37721518,-15.73399220135342,-68.38425100359858,
0.46329114,-15.73399220135342,-68.37526785075738,
0.32911393,-15.742975354194614,-68.40221730928097,
0.32405064,-15.742975354194614,-68.39323415643977,
0.321519,-15.105171502469757,-68.8962907155467,
0.38734177,-15.105171502469757,-68.88730756270552,
0.321519,-15.105171502469757,-68.87832440986432,
0.34177214,-15.105171502469757,-68.86934125702312,
0.39240506,-15.105171502469757,-68.86035810418193,
0.39240506,-15.105171502469757,-68.85137495134073,
0.36455697,-15.105171502469757,-68.84239179849953,
0.4,-15.105171502469757,-68.83340864565834,
0.39746836,-15.105171502469757,-68.82442549281714,
0.35949367,-15.105171502469757,-68.81544233997595,
0.35443038,-15.105171502469757,-68.80645918713475,
0.16962026,-15.105171502469757,-68.79747603429355,
0.14683545,-15.105171502469757,-68.78849288145236,
0.23544304,-15.105171502469757,-68.77950972861116,
0.30126584,-15.105171502469757,-68.77052657576998,
0.40759495,-15.105171502469757,-68.76154342292878,
0.40759495,-15.105171502469757,-68.75256027008759,
0.37468356,-15.105171502469757,-68.74357711724639,
0.321519,-15.105171502469757,-68.73459396440519,
0.2658228,-15.105171502469757,-68.725610811564,
0.23037975,-15.105171502469757,-68.7166276587228,
0.1721519,-15.105171502469757,-68.7076445058816,
0.16708861,-15.105171502469757,-68.69866135304041,
0.2835443,-15.105171502469757,-68.68967820019921,
0.21518987,-15.105171502469757,-68.68069504735801,
0.118987344,-15.105171502469757,-68.67171189451682,
0.07594936,-15.105171502469757,-68.66272874167562,
0.14683545,-15.105171502469757,-68.65374558883444,
0.1443038,-15.105171502469757,-68.64476243599324,
0.24303797,-15.105171502469757,-68.63577928315205,
0.2734177,-15.105171502469757,-68.62679613031085,
0.2734177,-15.105171502469757,-68.61781297746965,
0.25316456,-15.105171502469757,-68.60882982462846,
0.17468354,-15.105171502469757,-68.59984667178726,
0.17721519,-15.105171502469757,-68.59086351894607,
0.17468354,-15.105171502469757,-68.58188036610487,
0.15443037,-15.105171502469757,-68.57289721326367,
0.15949367,-15.105171502469757,-68.56391406042248,
0.13164558,-15.105171502469757,-68.55493090758128,
0.13670886,-15.105171502469757,-68.5459477547401,
0.22531645,-15.105171502469757,-68.5369646018989,
