basis,country,elevation,gbif_id,institution,lat,lon,precip_mm,temp_c,year,group
HUMAN_OBSERVATION,Brazil,199.52369689941406,6133074147.0,iNaturalist,-6.530892,-37.283446,727,26.399999618530273,2026,occurrence
HUMAN_OBSERVATION,Brazil,96.50469970703125,6498615932.0,iNaturalist,-3.647724,-40.369278,836,27.600000381469727,2026,occurrence
MACHINE_OBSERVATION,Colombia,3252.44677734375,6450546305.0,Alcaldía de Sesquilé,5.029567,-73.778725,1259,10.199999809265137,2026,occurrence
HUMAN_OBSERVATION,Brazil,636.34912109375,6320081913.0,iNaturalist,-7.07814,-36.048837,498,21.799999237060547,2026,occurrence
MACHINE_OBSERVATION,Ecuador,1706.79296875,5243565837.0,,-0.618246,-77.557347,4249,18.700000762939453,2025,occurrence
HUMAN_OBSERVATION,Brazil,41.63979721069336,5209591882.0,Prima_Ambiental,-5.546391,-37.015885,653,27.799999237060547,2025,occurrence
HUMAN_OBSERVATION,Brazil,52.48576354980469,5209616409.0,Prima_Ambiental,-5.56672,-37.044332,656,27.600000381469727,2025,occurrence
HUMAN_OBSERVATION,Brazil,64.30162811279297,5209628529.0,Prima_Ambiental,-5.577167,-37.040164,661,27.600000381469727,2025,occurrence
HUMAN_OBSERVATION,Brazil,98.05033874511719,5209633910.0,Prima_Ambiental,-5.503867,-37.069803,670,27.299999237060547,2025,occurrence
MACHINE_OBSERVATION,Ecuador,1295.0625,5243563738.0,,-0.679233,-77.556378,4352,20.100000381469727,2025,occurrence
MACHINE_OBSERVATION,Colombia,3223.970947265625,5235504306.0,Alcaldía de Sesquilé,4.953871,-73.740733,1384,9.600000381469727,2025,occurrence
HUMAN_OBSERVATION,Colombia,1137.326904296875,5796816273.0,Antioquia Gold LTD,6.55437,-75.17253,2933,22.899999618530273,2025,occurrence
MACHINE_OBSERVATION,Colombia,2525.48779296875,6167864601.0,Alcaldía de Envigado,6.174584,-75.497296,1956,15.100000381469727,2025,occurrence
MACHINE_OBSERVATION,Colombia,2283.429443359375,6167863671.0,Alcaldía de Envigado,6.149784,-75.555489,1984,16.799999237060547,2025,occurrence
MACHINE_OBSERVATION,Colombia,2585.047119140625,6167863741.0,Alcaldía de Envigado,6.190555,-75.486913,2009,14.5,2025,occurrence
MACHINE_OBSERVATION,Colombia,2293.685302734375,6167864608.0,Alcaldía de Envigado,6.119779,-75.58927,2032,16.600000381469727,2025,occurrence
HUMAN_OBSERVATION,Brazil,52.71287155151367,5827857566.0,iNaturalist,-5.049022,-37.349107,846,27.600000381469727,2025,occurrence
MACHINE_OBSERVATION,Colombia,1821.7059326171875,6167864400.0,Alcaldía de Envigado,6.146494,-75.591787,2081,19.399999618530273,2025,occurrence
MACHINE_OBSERVATION,Colombia,2671.14453125,6167863653.0,Alcaldía de Envigado,6.141614,-75.543131,2071,14.300000190734863,2025,occurrence
MACHINE_OBSERVATION,Colombia,2495.084716796875,6167864260.0,Alcaldía de Envigado,6.165592,-75.489123,1965,15.100000381469727,2025,occurrence
HUMAN_OBSERVATION,Brazil,190.2608642578125,5892497100.0,iNaturalist,4.130456,-61.315051,1557,26.299999237060547,2025,occurrence
HUMAN_OBSERVATION,Brazil,893.379150390625,6130670099.0,iNaturalist,-17.642096,-45.393289,1332,21.600000381469727,2025,occurrence
HUMAN_OBSERVATION,Brazil,358.8231201171875,6195863066.0,iNaturalist,-7.879386,-40.977091,539,25.899999618530273,2025,occurrence
MACHINE_OBSERVATION,Colombia,2372.80908203125,5284167351.0,Fundación Humedales (Fund. Humedales),5.086971,-73.302553,1584,15.300000190734863,2025,occurrence
MACHINE_OBSERVATION,Colombia,2246.885498046875,5284167477.0,Fundación Humedales (Fund. Humedales),5.149853,-73.311611,1478,15.5,2025,occurrence
MACHINE_OBSERVATION,Colombia,3010.342041015625,5284167512.0,Fundación Humedales (Fund. Humedales),5.147401,-73.436708,1105,12.800000190734863,2025,occurrence
MACHINE_OBSERVATION,Colombia,2246.885498046875,5284167535.0,Fundación Humedales (Fund. Humedales),5.149264,-73.312231,1478,15.5,2025,occurrence
MACHINE_OBSERVATION,Colombia,2429.2578125,5284167607.0,Fundación Humedales (Fund. Humedales),5.132189,-73.289888,1645,15.699999809265137,2025,occurrence
MACHINE_OBSERVATION,Colombia,2454.129150390625,5284167627.0,Fundación Humedales (Fund. Humedales),5.10125,-73.318276,1537,15.300000190734863,2025,occurrence
MACHINE_OBSERVATION,Colombia,2558.13330078125,5284168921.0,Fundación Humedales (Fund. Humedales),5.139539,-73.42682,1202,15.5,2025,occurrence
MACHINE_OBSERVATION,Colombia,2558.13330078125,5284168985.0,Fundación Humedales (Fund. Humedales),5.140557,-73.425074,1202,15.5,2025,occurrence
MACHINE_OBSERVATION,Colombia,2451.6943359375,5284169013.0,Fundación Humedales (Fund. Humedales),5.253965,-73.338432,1159,15.0,2025,occurrence
HUMAN_OBSERVATION,Brazil,191.8388671875,4946690851.0,iNaturalist,-6.342725,-37.071963,703,26.600000381469727,2024,occurrence
HUMAN_OBSERVATION,Brazil,286.5024719238281,4528412506.0,iNaturalist,-5.75009,-36.090512,483,24.700000762939453,2024,occurrence
MACHINE_OBSERVATION,Colombia,2597.791015625,4974387470.0,Fundación Humedales (Fund. Humedales),5.112405,-73.302482,1573,15.399999618530273,2024,occurrence
HUMAN_OBSERVATION,Brazil,86.9602279663086,5209558589.0,Prima_Ambiental,-5.499488,-37.046637,670,27.299999237060547,2024,occurrence
HUMAN_OBSERVATION,Brazil,22.212451934814453,5209559355.0,Prima_Ambiental,-5.546633,-37.042458,652,27.700000762939453,2024,occurrence
HUMAN_OBSERVATION,Brazil,98.05033874511719,5209597372.0,Prima_Ambiental,-5.503461,-37.069984,670,27.299999237060547,2024,occurrence
HUMAN_OBSERVATION,Brazil,116.99707794189453,5209619435.0,Prima_Ambiental,-5.613918,-37.045041,679,27.100000381469727,2024,occurrence
HUMAN_OBSERVATION,Brazil,104.13764953613281,5209627776.0,Prima_Ambiental,-5.595134,-37.024664,676,27.200000762939453,2024,occurrence
MACHINE_OBSERVATION,Colombia,2598.16650390625,6258269925.0,Empresas Públicas de Medellín E.S.P. (EPM),5.859177,-75.357043,2765,15.0,2024,occurrence
HUMAN_OBSERVATION,Brazil,57.47187805175781,5209632258.0,Prima_Ambiental,-5.51147,-37.052769,663,27.5,2024,occurrence
MACHINE_OBSERVATION,Colombia,2441.967529296875,6258260873.0,Empresas Públicas de Medellín E.S.P. (EPM),5.94494,-75.36594,2475,14.899999618530273,2024,occurrence
HUMAN_OBSERVATION,Brazil,583.3145751953125,4607194804.0,iNaturalist,-6.286403,-36.320533,656,22.600000381469727,2024,occurrence
HUMAN_OBSERVATION,Brazil,213.87188720703125,4852415101.0,iNaturalist,-5.697656,-36.128922,470,24.799999237060547,2024,occurrence
HUMAN_OBSERVATION,Brazil,390.8422546386719,4872342688.0,iNaturalist,-11.542156,-39.257284,572,22.5,2024,occurrence
HUMAN_OBSERVATION,Brazil,447.38128662109375,4872513766.0,iNaturalist,-11.569943,-39.289941,585,22.299999237060547,2024,occurrence
MACHINE_OBSERVATION,Colombia,3270.8935546875,4894231302.0,Alcaldía de Sesquilé,4.963898,-73.729625,1390,9.899999618530273,2024,occurrence
MACHINE_OBSERVATION,Colombia,2648.70166015625,6258266744.0,Empresas Públicas de Medellín E.S.P. (EPM),5.86342,-75.38799,2331,13.800000190734863,2024,occurrence
MACHINE_OBSERVATION,Colombia,2526.519775390625,6258277149.0,Empresas Públicas de Medellín E.S.P. (EPM),5.97825,-75.40576,2315,14.5,2024,occurrence
HUMAN_OBSERVATION,Brazil,329.9325256347656,4872279428.0,iNaturalist,-11.532018,-39.348427,541,22.799999237060547,2024,occurrence
HUMAN_OBSERVATION,Brazil,365.29510498046875,4935920244.0,iNaturalist,-13.049081,-41.108951,743,23.799999237060547,2024,occurrence
MACHINE_OBSERVATION,Colombia,2608.4287109375,5141411306.0,Alcaldía de Envigado,6.19059,-75.495406,1975,14.699999809265137,2024,occurrence
MACHINE_OBSERVATION,Colombia,2218.796875,5141411970.0,Alcaldía de Envigado,6.119745,-75.56493,1986,16.5,2024,occurrence
MACHINE_OBSERVATION,Colombia,2118.788330078125,5141412432.0,Alcaldía de Envigado,6.129689,-75.591441,2089,17.0,2024,occurrence
MACHINE_OBSERVATION,Colombia,2517.91552734375,5141412884.0,Alcaldía de Envigado,6.163712,-75.496486,1942,15.399999618530273,2024,occurrence
HUMAN_OBSERVATION,Brazil,106.55448913574219,5209564048.0,Prima_Ambiental,-5.491162,-37.05243,673,27.200000762939453,2024,occurrence
HUMAN_OBSERVATION,Brazil,22.212451934814453,5209584918.0,Prima_Ambiental,-5.543814,-37.040184,652,27.700000762939453,2024,occurrence
HUMAN_OBSERVATION,Brazil,52.48576354980469,5209611662.0,Prima_Ambiental,-5.565302,-37.044724,656,27.600000381469727,2024,occurrence
HUMAN_OBSERVATION,Brazil,41.63979721069336,5209613444.0,Prima_Ambiental,-5.543296,-37.015029,653,27.799999237060547,2024,occurrence
HUMAN_OBSERVATION,Brazil,116.99707794189453,5209615240.0,Prima_Ambiental,-5.613773,-37.042389,679,27.100000381469727,2024,occurrence
HUMAN_OBSERVATION,Brazil,22.212451934814453,5209616703.0,Prima_Ambiental,-5.542706,-37.044203,652,27.700000762939453,2024,occurrence
HUMAN_OBSERVATION,Brazil,88.37174987792969,5209619177.0,Prima_Ambiental,-5.586425,-37.031958,668,27.399999618530273,2024,occurrence
HUMAN_OBSERVATION,Brazil,81.86024475097656,5209620083.0,Prima_Ambiental,-5.576074,-37.024168,663,27.600000381469727,2024,occurrence
HUMAN_OBSERVATION,Brazil,102.39300537109375,5209622206.0,Prima_Ambiental,-5.625338,-37.039913,681,27.200000762939453,2024,occurrence
HUMAN_OBSERVATION,Brazil,22.212451934814453,5209627807.0,Prima_Ambiental,-5.549156,-37.042567,652,27.700000762939453,2024,occurrence
HUMAN_OBSERVATION,Brazil,842.7384033203125,4936943577.0,iNaturalist,-13.141603,-41.177418,916,21.0,2024,occurrence
HUMAN_OBSERVATION,Brazil,725.429443359375,4937245936.0,iNaturalist,-13.198827,-41.146837,860,21.799999237060547,2024,occurrence
HUMAN_OBSERVATION,Brazil,285.35687255859375,4945633753.0,iNaturalist,-7.172994,-48.051074,1815,25.700000762939453,2024,occurrence
MACHINE_OBSERVATION,Colombia,3008.4248046875,6361677851.0,Corporación Autónoma Regional de Cundinamarca (CAR),4.95397,-73.612968,1593,11.199999809265137,2024,occurrence
MACHINE_OBSERVATION,Ecuador,246.33245849609375,5223609420.0,,-2.825813,-77.422827,2565,25.600000381469727,2024,occurrence
MACHINE_OBSERVATION,Ecuador,246.33245849609375,5223609803.0,,-2.825621,-77.423222,2565,25.600000381469727,2024,occurrence
HUMAN_OBSERVATION,Brazil,106.2542953491211,5759864769.0,iNaturalist,-7.064526,-35.058524,1403,24.899999618530273,2024,occurrence
MACHINE_OBSERVATION,Colombia,1860.59033203125,6496108564.0,Distrito Especial de Medellín (DEMedellin),6.210848,-75.617178,1738,20.0,2024,occurrence
MACHINE_OBSERVATION,Colombia,2597.791015625,4974387388.0,Fundación Humedales (Fund. Humedales),5.112997,-73.302392,1573,15.399999618530273,2024,occurrence
MACHINE_OBSERVATION,Colombia,2558.13330078125,4974387426.0,Fundación Humedales (Fund. Humedales),5.143472,-73.427162,1202,15.5,2024,occurrence
MACHINE_OBSERVATION,Colombia,2434.72705078125,4974387466.0,Fundación Humedales (Fund. Humedales),5.084512,-73.301476,1542,15.0,2024,occurrence
MACHINE_OBSERVATION,Colombia,2434.72705078125,4974387473.0,Fundación Humedales (Fund. Humedales),5.087088,-73.300614,1542,15.0,2024,occurrence
MACHINE_OBSERVATION,Colombia,2590.46240234375,4974387483.0,Fundación Humedales (Fund. Humedales),5.09824,-73.310426,1493,14.899999618530273,2024,occurrence
MACHINE_OBSERVATION,Colombia,2246.885498046875,4974387557.0,Fundación Humedales (Fund. Humedales),5.152936,-73.311995,1478,15.5,2024,occurrence
MACHINE_OBSERVATION,Colombia,2232.34033203125,4974387590.0,Fundación Humedales (Fund. Humedales),5.113897,-73.325097,1448,15.100000381469727,2024,occurrence
MACHINE_OBSERVATION,Colombia,2590.46240234375,5284167960.0,Fundación Humedales (Fund. Humedales),5.099303,-73.310839,1493,14.899999618530273,2024,occurrence
MACHINE_OBSERVATION,Colombia,2232.34033203125,5284167997.0,Fundación Humedales (Fund. Humedales),5.114444,-73.32505,1448,15.100000381469727,2024,occurrence
HUMAN_OBSERVATION,Brazil,486.6618347167969,4034857440.0,iNaturalist,-7.229986,-36.319471,403,22.799999237060547,2023,occurrence
HUMAN_OBSERVATION,Colombia,175.65353393554688,4079284429.0,Agropecuaria Aliar S.A.,4.15495,-72.144572,2250,26.799999237060547,2023,occurrence
HUMAN_OBSERVATION,Brazil,316.003662109375,4129706676.0,iNaturalist,-13.027258,-49.091692,1600,26.200000762939453,2023,occurrence
MACHINE_OBSERVATION,Colombia,2099.93310546875,4506790859.0,Alcaldía de Pitalito (pitalito),1.777667,-76.23675,2108,14.5,2023,occurrence
MACHINE_OBSERVATION,Colombia,2339.93212890625,4506790916.0,Alcaldía de Pitalito (pitalito),1.675694,-76.218444,2233,16.5,2023,occurrence
MACHINE_OBSERVATION,Colombia,2754.406982421875,6416889891.0,Fundación Parque Jaime Duque,4.95038,-73.96856,789,13.199999809265137,2023,occurrence
MACHINE_OBSERVATION,Colombia,1965.15625,4168381007.0,Fundación Trópico,4.006367,-76.48803,1541,18.0,2023,occurrence
MACHINE_OBSERVATION,Colombia,1471.388671875,4168381153.0,Fundación Trópico,3.879528,-76.585083,1189,20.299999237060547,2023,occurrence
HUMAN_OBSERVATION,Brazil,401.8947448730469,4177266418.0,iNaturalist,-9.295425,-40.537924,446,24.799999237060547,2023,occurrence
MACHINE_OBSERVATION,Colombia,2339.93212890625,4506791438.0,Alcaldía de Pitalito (pitalito),1.673889,-76.217306,2233,16.5,2023,occurrence
MACHINE_OBSERVATION,Colombia,2729.022216796875,4602464359.0,Alcaldía de Envigado,6.099094,-75.576902,2174,13.5,2023,occurrence
MACHINE_OBSERVATION,Colombia,2118.788330078125,4602464695.0,Alcaldía de Envigado,6.127022,-75.586921,2089,17.0,2023,occurrence
MACHINE_OBSERVATION,Colombia,2488.415771484375,4602464714.0,Alcaldía de Envigado,6.112735,-75.579668,2056,15.100000381469727,2023,occurrence
HUMAN_OBSERVATION,Brazil,151.93002319335938,4945770504.0,iNaturalist,-5.647328,-36.106596,488,25.200000762939453,2023,occurrence
HUMAN_OBSERVATION,Brazil,85.45103454589844,5196712520.0,Prima_Ambiental,-5.310936,-37.12975,698,27.299999237060547,2023,occurrence
HUMAN_OBSERVATION,Brazil,176.12701416015625,4067440600.0,iNaturalist,-5.652394,-38.947774,745,27.200000762939453,2023,occurrence
MACHINE_OBSERVATION,Colombia,2132.056396484375,4506791228.0,Alcaldía de Pitalito (pitalito),1.71725,-76.224194,2200,16.100000381469727,2023,occurrence
MACHINE_OBSERVATION,Colombia,2734.995849609375,6496108306.0,Distrito Especial de Medellín (DEMedellin),6.27261,-75.6798,2118,13.800000190734863,2023,occurrence
MACHINE_OBSERVATION,Colombia,3160.76025390625,4980782325.0,Secretaría Distrital de Ambiente (SDA),4.55022,-74.07216,1064,10.100000381469727,2023,occurrence
HUMAN_OBSERVATION,Brazil,1145.9205322265625,5284152368.0,Prima Ambiental,-11.42769,-42.532723,792,21.0,2023,occurrence
MACHINE_OBSERVATION,Colombia,2897.70654296875,6496108318.0,Distrito Especial de Medellín (DEMedellin),6.32815,-75.6461,2606,10.699999809265137,2023,occurrence
MACHINE_OBSERVATION,Colombia,2132.056396484375,4506791118.0,Alcaldía de Pitalito (pitalito),1.718278,-76.223,2200,16.100000381469727,2023,occurrence
HUMAN_OBSERVATION,Colombia,2464.2978515625,4602464619.0,Alcaldía de Envigado,6.154655,-75.545159,1988,15.199999809265137,2023,occurrence
MACHINE_OBSERVATION,Colombia,2218.083251953125,4979667604.0,Fundación Grupo Argos (FGA),4.90203,-76.07442,3047,16.399999618530273,2023,occurrence
MACHINE_OBSERVATION,Colombia,2105.8857421875,4979667719.0,Fundación Grupo Argos (FGA),4.94886,-76.07077,3007,16.700000762939453,2023,occurrence
MACHINE_OBSERVATION,Colombia,1965.11083984375,4979669053.0,Fundación Grupo Argos (FGA),4.99364,-76.06573,2685,17.399999618530273,2023,occurrence
MACHINE_OBSERVATION,Colombia,1894.6220703125,4979669567.0,Fundación Grupo Argos (FGA),4.95237,-76.0711,2441,18.0,2023,occurrence
MACHINE_OBSERVATION,Colombia,2088.9833984375,6496108340.0,Distrito Especial de Medellín (DEMedellin),6.24803,-75.6506,2229,17.700000762939453,2023,occurrence
MACHINE_OBSERVATION,Colombia,2088.33203125,4979668049.0,Fundación Grupo Argos (FGA),4.90812,-76.08447,2388,18.100000381469727,2023,occurrence
MACHINE_OBSERVATION,Colombia,1834.01171875,4979668305.0,Fundación Grupo Argos (FGA),5.01522,-76.0563,2862,16.799999237060547,2023,occurrence
MACHINE_OBSERVATION,Colombia,2151.568359375,4979668607.0,Fundación Grupo Argos (FGA),4.96826,-76.0734,2876,17.0,2023,occurrence
MACHINE_OBSERVATION,Colombia,1831.6612548828125,5004498209.0,Fundación Grupo Argos (FGA),3.8306,-75.54452,2649,18.299999237060547,2023,occurrence
MACHINE_OBSERVATION,Colombia,2724.0947265625,6496108352.0,Distrito Especial de Medellín (DEMedellin),6.31531,-75.6341,2099,13.800000190734863,2023,occurrence
MACHINE_OBSERVATION,Colombia,2516.10693359375,6496108359.0,Distrito Especial de Medellín (DEMedellin),6.18875,-75.6844,2000,15.600000381469727,2023,occurrence
MACHINE_OBSERVATION,Colombia,2099.93310546875,4506791300.0,Alcaldía de Pitalito (pitalito),1.775583,-76.239667,2108,14.5,2023,occurrence
MACHINE_OBSERVATION,Colombia,2083.662109375,4979667676.0,Fundación Grupo Argos (FGA),4.92784,-76.07983,2641,17.5,2023,occurrence
MACHINE_OBSERVATION,Colombia,2024.01220703125,5004497309.0,Fundación Grupo Argos (FGA),3.83679,-75.5488,2509,17.399999618530273,2023,occurrence
MACHINE_OBSERVATION,Colombia,2024.01220703125,5004497616.0,Fundación Grupo Argos (FGA),3.83674,-75.54854,2509,17.399999618530273,2023,occurrence
MACHINE_OBSERVATION,Colombia,3001.5830078125,5004497886.0,Fundación Grupo Argos (FGA),3.9765,-75.63843,1143,11.800000190734863,2023,occurrence
HUMAN_OBSERVATION,Colombia,203.95269775390625,6330809402.0,Agropecuaria Aliar S.A.,4.308658,-71.717722,2244,26.600000381469727,2023,occurrence
MACHINE_OBSERVATION,Colombia,2218.796875,4602465195.0,Alcaldía de Envigado,6.120683,-75.565108,1986,16.5,2023,occurrence
MACHINE_OBSERVATION,Colombia,2168.3046875,4602465343.0,Alcaldía de Envigado,6.156404,-75.556301,1995,17.0,2023,occurrence
HUMAN_OBSERVATION,Brazil,202.72296142578125,4950834716.0,Prima_Ambiental,-5.62167,-36.22716,459,25.100000381469727,2023,occurrence
HUMAN_OBSERVATION,Brazil,182.78634643554688,4950834904.0,Prima_Ambiental,-5.63048,-36.16384,468,25.100000381469727,2023,occurrence
HUMAN_OBSERVATION,Brazil,184.0108642578125,4950834963.0,Prima_Ambiental,-5.6261,-36.15674,472,25.100000381469727,2023,occurrence
HUMAN_OBSERVATION,Brazil,118.05491638183594,5209585095.0,Prima_Ambiental,-5.597956,-37.02488,679,27.100000381469727,2023,occurrence
HUMAN_OBSERVATION,Brazil,102.39300537109375,5209608519.0,Prima_Ambiental,-5.625265,-37.039796,681,27.200000762939453,2023,occurrence
HUMAN_OBSERVATION,Brazil,22.212451934814453,5209633675.0,Prima_Ambiental,-5.547167,-37.042673,652,27.700000762939453,2023,occurrence
MACHINE_OBSERVATION,Colombia,2544.54052734375,4439168348.0,Alcaldía de Envigado,6.116583,-75.588692,2062,15.100000381469727,2023,occurrence
HUMAN_OBSERVATION,Brazil,222.04598999023438,4950834238.0,Prima_Ambiental,-5.56966,-36.21159,466,24.899999618530273,2023,occurrence
HUMAN_OBSERVATION,Brazil,204.01681518554688,4950834243.0,Prima_Ambiental,-5.60811,-36.22272,462,25.100000381469727,2023,occurrence
HUMAN_OBSERVATION,Brazil,170.5906982421875,4950834282.0,Prima_Ambiental,-5.51827,-36.23003,473,25.200000762939453,2023,occurrence
HUMAN_OBSERVATION,Brazil,195.85423278808594,4950834290.0,Prima_Ambiental,-5.5974,-36.21876,462,25.0,2023,occurrence
HUMAN_OBSERVATION,Brazil,190.23023986816406,4950834549.0,Prima_Ambiental,-5.62215,-36.17186,468,25.100000381469727,2023,occurrence
MACHINE_OBSERVATION,Colombia,2724.0947265625,6496108405.0,Distrito Especial de Medellín (DEMedellin),6.32072,-75.6371,2099,13.800000190734863,2023,occurrence
MACHINE_OBSERVATION,Colombia,2313.75537109375,6496110175.0,Distrito Especial de Medellín (DEMedellin),6.022667,-75.592944,2175,15.800000190734863,2023,occurrence
MACHINE_OBSERVATION,Colombia,2171.04052734375,6496110178.0,Distrito Especial de Medellín (DEMedellin),6.016722,-75.597944,2177,16.200000762939453,2023,occurrence
HUMAN_OBSERVATION,Brazil,310.3772888183594,6510174365.0,ICMBio,-6.788058,-45.108695,1183,26.100000381469727,2023,occurrence
HUMAN_OBSERVATION,Brazil,324.2412109375,6510446638.0,ICMBio,-6.774876,-45.108046,1186,26.0,2023,occurrence
HUMAN_OBSERVATION,Brazil,262.3565368652344,6510490636.0,ICMBio,-6.93818,-37.14929,716,25.399999618530273,2023,occurrence
HUMAN_OBSERVATION,Brazil,277.937744140625,6510688591.0,ICMBio,-7.02126,-37.39088,788,25.200000762939453,2023,occurrence
MACHINE_OBSERVATION,Colombia,2283.429443359375,4602464764.0,Alcaldía de Envigado,6.145822,-75.552648,1984,16.799999237060547,2023,occurrence
MACHINE_OBSERVATION,Colombia,2584.765380859375,4979667355.0,Fundación Grupo Argos (FGA),2.61684,-76.91048,2928,14.199999809265137,2023,occurrence
MACHINE_OBSERVATION,Colombia,2862.20654296875,4979667378.0,Fundación Grupo Argos (FGA),2.65782,-76.89858,2786,12.399999618530273,2023,occurrence
HUMAN_OBSERVATION,Brazil,1318.27587890625,5284155411.0,Prima Ambiental,-11.552436,-42.530043,831,19.799999237060547,2023,occurrence
MACHINE_OBSERVATION,Colombia,2092.4228515625,6496110186.0,Distrito Especial de Medellín (DEMedellin),6.02475,-75.597722,2239,17.299999237060547,2023,occurrence
MACHINE_OBSERVATION,Colombia,1958.821533203125,4506790701.0,Alcaldía de Pitalito (pitalito),1.935017,-76.000161,1881,17.600000381469727,2023,occurrence
MACHINE_OBSERVATION,Colombia,1948.670654296875,4506791671.0,Alcaldía de Pitalito (pitalito),1.721969,-76.209461,2072,17.700000762939453,2023,occurrence
MACHINE_OBSERVATION,Colombia,1948.670654296875,4506791770.0,Alcaldía de Pitalito (pitalito),1.721647,-76.208472,2072,17.700000762939453,2023,occurrence
MACHINE_OBSERVATION,Colombia,2489.81591796875,4979667542.0,Fundación Grupo Argos (FGA),2.58771,-76.91352,2936,13.5,2023,occurrence
MACHINE_OBSERVATION,Colombia,2649.45458984375,4979668406.0,Fundación Grupo Argos (FGA),2.52792,-76.95343,3054,13.399999618530273,2023,occurrence
MACHINE_OBSERVATION,Colombia,2621.882568359375,4979668760.0,Fundación Grupo Argos (FGA),2.57049,-76.9195,2974,13.600000381469727,2023,occurrence
MACHINE_OBSERVATION,Colombia,2344.100830078125,6192466885.0,Distrito Especial de Medellín (DEMedellin),6.25348,-75.6586,1869,15.899999618530273,2023,occurrence
MACHINE_OBSERVATION,Colombia,2542.40478515625,6496108412.0,Distrito Especial de Medellín (DEMedellin),6.26836,-75.5154,1802,15.600000381469727,2023,occurrence
MACHINE_OBSERVATION,Colombia,2311.72216796875,6496108416.0,Distrito Especial de Medellín (DEMedellin),6.18146,-75.68,2330,17.5,2023,occurrence
HUMAN_OBSERVATION,Brazil,47.730777740478516,6510607793.0,ICMBio,-29.901738,-52.432532,1325,19.5,2023,occurrence
HUMAN_OBSERVATION,Brazil,1031.5765380859375,4506330755.0,iNaturalist,-14.168943,-47.81663,1784,22.399999618530273,2023,occurrence
MACHINE_OBSERVATION,Colombia,2171.04052734375,6496110234.0,Distrito Especial de Medellín (DEMedellin),6.013194,-75.596472,2177,16.200000762939453,2023,occurrence
MACHINE_OBSERVATION,Colombia,2232.34033203125,4415797307.0,Fundación Humedales (Fund. Humedales),5.114584,-73.32426,1448,15.100000381469727,2023,occurrence
MACHINE_OBSERVATION,Colombia,2434.72705078125,4415797346.0,Fundación Humedales (Fund. Humedales),5.088131,-73.300612,1542,15.0,2023,occurrence
MACHINE_OBSERVATION,Colombia,2463.57861328125,4415797398.0,Fundación Humedales (Fund. Humedales),5.093585,-73.301843,1567,15.199999809265137,2023,occurrence
MACHINE_OBSERVATION,Colombia,2590.46240234375,4415797422.0,Fundación Humedales (Fund. Humedales),5.093666,-73.305726,1493,14.899999618530273,2023,occurrence
MACHINE_OBSERVATION,Colombia,2558.13330078125,4415797448.0,Fundación Humedales (Fund. Humedales),5.140496,-73.42505,1202,15.5,2023,occurrence
MACHINE_OBSERVATION,Colombia,2339.93212890625,3744049867.0,Alcaldía de Pitalito (pitalito),1.6765,-76.219,2233,16.5,2022,occurrence
HUMAN_OBSERVATION,Brazil,420.5391845703125,4506451489.0,iNaturalist,-6.502728,-36.587037,477,26.299999237060547,2022,occurrence
HUMAN_OBSERVATION,Brazil,532.6922607421875,4506475446.0,iNaturalist,-6.481913,-36.419058,438,24.5,2022,occurrence
MACHINE_OBSERVATION,Colombia,2376.556640625,5053273313.0,WCS Colombia (WCS),4.757747,-76.290176,3161,15.699999809265137,2022,occurrence
MACHINE_OBSERVATION,Colombia,2884.4658203125,6187685489.0,Distrito Especial de Medellín (DEMedellin),6.276139,-75.689444,2222,13.199999809265137,2022,occurrence
MACHINE_OBSERVATION,Colombia,2076.79443359375,3920689532.0,Alcaldía de Pitalito (pitalito),1.69008,-76.18813,2129,17.600000381469727,2022,occurrence
HUMAN_OBSERVATION,Brazil,209.95997619628906,4950837747.0,Prima_Ambiental,-5.65724,-36.25042,450,25.0,2022,occurrence
HUMAN_OBSERVATION,Brazil,154.77476501464844,4950839634.0,Prima_Ambiental,-5.52324,-36.26587,476,25.5,2022,occurrence
MACHINE_OBSERVATION,Colombia,2232.34033203125,3891619309.0,Fundación Humedales (Fund. Humedales),5.113944,-73.325093,1448,15.100000381469727,2022,occurrence
MACHINE_OBSERVATION,Colombia,2076.79443359375,3920689374.0,Alcaldía de Pitalito (pitalito),1.69083,-76.18969,2129,17.600000381469727,2022,occurrence
MACHINE_OBSERVATION,Colombia,2339.93212890625,3920689473.0,Alcaldía de Pitalito (pitalito),1.67569,-76.21844,2233,16.5,2022,occurrence
MACHINE_OBSERVATION,Colombia,2432.743408203125,3920689999.0,Alcaldía de Pitalito (pitalito),1.73647,-76.25441,2152,15.199999809265137,2022,occurrence
MACHINE_OBSERVATION,Colombia,2339.93212890625,3920690005.0,Alcaldía de Pitalito (pitalito),1.67388,-76.2173,2233,16.5,2022,occurrence
HUMAN_OBSERVATION,Brazil,649.697509765625,5100926363.0,CIBIO,-13.016788,-44.613543,1024,23.799999237060547,2022,occurrence
HUMAN_OBSERVATION,Colombia,2114.78662109375,4029362686.0,Empresas Públicas de Medellín E.S.P. (EPM),6.785161,-75.354014,2978,17.399999618530273,2022,occurrence
MACHINE_OBSERVATION,Colombia,2896.18017578125,4135864331.0,Cenit Transporte y Logística de Hidrocarburos S.A.S. (CENIT),4.8415,-74.3329,949,11.5,2022,occurrence
